Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Polymer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T16:00:00Z,Polymer Practical level 2,PSC 317 4.0,PSC,PSC 317 4.0 Polymer Practical level 2,3,,Practical,Prof. Thilini Gunasekara,08:00-16:00,Honours,Physical/Biology
Polymer Science,Thursday,1970-01-01T12:00:00Z,1970-01-01T13:00:00Z,Organic Synthesis,PSC 315 2.0,PSC,PSC 315 2.0 Organic Synthesis,3,C2,Lecture,Dr.Sampath Gunathilaka,12:00-13:00,Honours,Physical/Biology
Polymer Science,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Advanced Analytical Chemistry,PCH 453 1.0,PCH,PCH 453 1.0 Advanced Analytical Chemistry,4,C3,Lecture,Prof. Champa Jayaweera,10:15-11:05,Honours,Physical/Biology
Polymer Science,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Current Trends in Polymer Science,PCH 457 2.0,PCH,PCF 457 2.0 Current Trends in Polymer Science,4,DPS L,Lecture,Prof. Thilini Gunasekara,13:00-14:00,Honours,Physical/Biology
Polymer Science,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Polymer Coatings & Paint Industry,PCH 452 1.0,PCH,PCH 452 1.0 Polymer Coatings & Paint Industry,4,NFC6,Lecture,Dr.Madhubhashini Maddumaarachchi,15:00-16:00,Honours,Physical/Biology
Polymer Science,Tuesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Engineering Applications in Polymer Industry,PCH 455 1.0,PCH,PCH 455 1.0 Engineering Applications in Polymer Industry,4,DPS L,Lecture,Dr.Sualshi Samarasinghe,10:15-11:05,Honours,Physical/Biology
Polymer Science,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Fabric Prepration & Finishing,PCH 463 1.0,PCH,PCH 463 1.0 Fabric Prepration & Finishing,4,DPS L,Lecture,Dr.Sualshi Samarasinghe,11:10-12:00,Honours,Physical/Biology
Polymer Science,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Advanced Polymer Materials,PCH 458 2.0,PCH,PCH 458 2.0 Advanced Polymer Materials,4,C1,Lecture,Dr. Sampath Gunathilaka,08:55-09:45,Honours,Physical/Biology
Polymer Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Industrial Management & Marketing,PCH 454 2.0,PCH,PCH 454 2.0 Industrial Management & Marketing,4,DPS L,Lecture,Prof. K.D. Gunathilaka,10:15-12:00,Honours,Physical/Biology
Polymer Science,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Advanced Polymer Materials,PCH 458 2.0,PCH,PCH 458 2.0 Advanced Polymer Materials,4,C1,Lecture,Dr.Sampath Gunathilaka,16:00-17:00,Honours,Physical/Biology
