Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Zoo,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Parasitology,ZOO 219 1.0,ZOO,ZOO 219 1.0 Parasitology,2,F1,Lecture,Snr. Prof. MM Pathmalal,8:00-8:50,General,Biology
Zoo,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Animal Behavior,ZOO 218 1.0,ZOO,ZOO 218 1.0 Animal Behavior,2,F1,Lecture,Dr. EGDP Jayasekara,10:15-11:05,General,Biology
Zoo,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Animal Behavior,ZOO 218 1.0,ZOO,ZOO 218 1.0 Animal Behavior,2,F1,Lecture,Dr. EGDP Jayasekara,10:15-11:05,General,Biology
Zoo,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Wildlife Conservation & Mgt.,ZOO 408 2.0,ZOO,ZOO 408 2.0 Wildlife Conservation & Mgt.,4,,Lecture,Dr. K. N. M. Wijayathilaka,8:00-9:45,Honours,Biology
Zoo,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Wildlife Conservation & Mgt.,BIO 402 2.0,BIO,BIO 402 2.0 Wildlife Conservation & Mgt.,4,,Lecture,Dr. K. N. M. Wijayathilaka,8:00-9:45,Honours,Biology
Zoo,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Molecular Genetics,ZOO 406 2.0,ZOO,ZOO 406 2.0 Molecular Genetics,4,,Lecture,Dr. H.S.D. Fer ndo,10:15-11:05,Honours,Biology
Zoo,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Molecular Genetics,BIO 444 2.0,BIO,BIO 444 2.0 Molecular Genetics,4,,Lecture,Dr. H.S.D. Fer ndo,10:15-11:05,Honours,Biology
Zoo,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Wildlife Conservation & Mgt.,ZOO 408 2.0,ZOO,ZOO 408 2.0 Wildlife Conservation & Mgt.,4,,Lecture,Dr. K. N. M. Wijayathilaka,13:00-16:00,Honours,Biology
Zoo,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Wildlife Conservation & Mgt.,BIO 402 2.0,BIO,BIO 402 2.0 Wildlife Conservation & Mgt.,4,,Lecture,Dr. K. N. M. Wijayathilaka,13:00-16:00,Honours,Biology
Zoo,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Hematology,ZOO 432 1.0,ZOO,ZOO 432 1.0 Hematology,4,,Lecture,VL - Dr. C. S. Moonesinghe,8:00-9:45,Honours,Biology
Zoo,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Biochemical Sig ling Cell Sig ling,ZOO 413 2.0,ZOO,ZOO 413 2.0 Biochemical Sig ling Cell Sig ling,4,,Lecture,Prof. L.D.C. Peiris,13:00-15:00,Honours,Biology
Zoo,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Arthropod Vectors of Human Diseases,ZOO 409 2.0,ZOO,ZOO 409 2.0 Arthropod Vectors of Human Diseases,4,,Lecture,Dr. H.S.D. Fer ndo,15:00-16:00,Honours,Biology
Zoo,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Arthropod Vectors of Human Diseases,BIO 445 2.0,BIO,BIO 445 2.0 Arthropod Vectors of Human Diseases,4,,Lecture,Dr. H.S.D. Fer ndo,15:00-16:00,Honours,Biology
Zoo,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:15:00Z,Advanced Immunology,ZOO 400 2.0,ZOO,ZOO 400 2.0 Advanced Immunology,4,,Lecture,Dr. S.A.M.A.I.K. Se yake,8:00-9:15,Honours,Biology
Zoo,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:15:00Z,Advanced Immunology,BIO 441 2.0,BIO,BIO 441 2.0 Advanced Immunology,4,,Lecture,Dr. S.A.M.A.I.K. Se yake,8:00-9:15,Honours,Biology
Zoo,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,ZOO,ARM,ARM,ZOO,4,,Lecture,NA,10:15-12:00,Honours,Biology
Zoo,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,ZOO,ARM,ARM,ZOO,4,,Lecture,NA,10:15-12:00,Honours,Biology
Zoo,Wednesday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Fundamentals Concepts in Agricultural Entomology,ZOO 405 2.0,ZOO,ZOO 405 2.0 Fundamentals Concepts in Agricultural Entomology,4,,Lecture,Dr. A.G.W.U. Perera,14:00-16:00,Honours,Biology
Zoo,Wednesday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,0 Fundamentals Concepts in Agricultural Entomology,BIO 418 2.,BIO,BIO 418 2.0 Fundamentals Concepts in Agricultural Entomology,4,,Lecture,Dr. A.G.W.U. Perera,14:00-16:00,Honours,Biology
Zoo,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Statistical Methods,STA 499 2.0,STA,STA 499 2.0 Statistical Methods,4,,Lecture,Dr Chitraka Wickemarachchi,8:00-9:45,Honours,Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Organic Chemistry I,CHE 108 1.0,CHE,CHE 108 1.0 Organic Chemistry I,1,S1,Lecture,Dr. Isurika Fernando,08:00-08:50,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Main Group and Transition Elements,CHE 112 1.0,CHE,CHE 112 1.0 Main Group and Transition Elements,1,S1,Lecture,Dr. Mahesh Kartunaratne,08:00-08:50,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Concepts in Inorganic Chemistry I,CHE 110 1.0,CHE,CHE 110 1.0 Concepts in Inorganic Chemistry I,1,S1,Lecture,Prof. NT Perera,08:55-09:45,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Structure and Properties of Matter,CHE 106 1.0,CHE,CHE 106 1.0 Structure and Properties of Matter,1,S1,Lecture,Dr. Tharindu Senapathi,16:00-17:00,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T17:00:00Z,1970-01-01T18:00:00Z,Tutorial,CHE T,CHE,CHE T Tutorial,1,S1,Tutorial,NA,17:00-18:00,General,Physical/Biology
Chemistry,Friday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,CHE P,CHE,CHE P Practicals,1,P,Practicals,NA,08:55-16:00,General,Physical/Biology
Chemistry,Monday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,CHE P,CHE,CHE P Practicals,2,P,Practicals,NA,08:55-16:00,General,Physical/Biology
Chemistry,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Concepts in Inorganic Chemistry II,CHE 211 1.0,CHE,CHE 211 1.0 Concepts in Inorganic Chemistry II,2,S1,Lecture,Dr. Imalka Munaweera,10:15-11:05,General,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:00:00Z,1970-01-01T12:00:00Z,Phase Equilibria and Surface Chemistry,CHE 207 1.0,CHE,CHE 207 1.0 Phase Equilibria and Surface Chemistry,2,S1,Lecture,Prof. Pradeep Jayaweera,11:00-12:00,General,Physical/Biology
Chemistry,Wednesday,1970-01-01T17:00:00Z,1970-01-01T18:00:00Z,Tutorial,CHE T,CHE,CHE T Tutorial,2,C1,Tutorial,NA,17:00-18:00,General,Physical/Biology
Chemistry,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Chemistry of Heterocyclic and bio-organic Compounds,CHE 205 1.0,CHE,CHE 205 1.0 Chemistry of Heterocyclic and bio-organic Compounds,2,S1,Lecture,Dr. Upul Kumarasinghe,13:00-14:00,General,Physical/Biology
Chemistry,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Quantum Chemistry,CHE 208 1.0,CHE,CHE 208 1.0 Quantum Chemistry,2,S1,Lecture,Dr. S. D. M. Chinthaka,14:00-15:00,General,Physical/Biology
Chemistry,Friday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,CHE T,CHE,CHE T Tutorial,2,S1,Tutorial,NA,16:00-17:00,General,Physical/Biology
Chemistry,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Metal Complexes in Catalysis,CHE 319 1.0,CHE,CHE 319 1.0 Metal Complexes in Catalysis,3,C1,Lecture,Dr. Isuri Weerarathne,16:00-17:00,General,Physical/Biology
Chemistry,Monday,1970-01-01T17:00:00Z,1970-01-01T18:00:00Z,Polymer Chemistry and Technology,CHE 336 1.0,CHE,CHE 336 1.0 Polymer Chemistry and Technology,3,C1,Lecture,Dr. Chandima Narangoda,17:00-18:00,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Food Chemistry,CHE 344 1.0,CHE,CHE 344 1.0 Food Chemistry,3,C1,Lecture,Prof. Pahan Godakumbura,08:00-08:50,General,Physical/Biology
Chemistry,Tuesday,1970-01-01T17:00:00Z,1970-01-01T18:00:00Z,Laboratory Safety and Security,CHE 303 1.0,CHE,CHE 303 1.0 Laboratory Safety and Security,3,C1,Lecture,Dr. Mahesh Kartunaratne,17:00-18:00,General,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Instrumental Analysis I,CHE 337 1.0,CHE,CHE 337 1.0 Instrumental Analysis I,3,C1,Lecture,Prof. Asiri Perera,08:00-08:50,General,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,NA,08:55-16:00,General,Physical/Biology
Chemistry,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Environmental Chemistry,CHE 309 1.0,CHE,CHE 309 1.0 Environmental Chemistry,3,C1,Lecture,Prof. S.D.M. Chinthaka,08:00-08:50,General,Physical/Biology
Chemistry,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Instrumental Analysis II,CHE 338 1.0,CHE,CHE 338 1.0 Instrumental Analysis II,3,C1,Lecture,Prof. C.D. Jayaweera,08:55-09:45,General,Physical/Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Chromatographic Techniques,ICH 366 2.0,ICH,ICH 366 2.0 Organo-transition Metal Chemistry,3,C3,Lecture,Prof. S.D.M. Chithrake,08:00-10:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T12:15:00Z,Inorganic Chemistry Practicals,ICH 374 2.0,ICH,ICH 374 2.0 Inorganic Chemistry Practicals (semester I and II),3,C3,Lecture,Prof. C.D. Jayaweera,8:15-12:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T15:15:00Z,1970-01-01T16:15:00Z,Advanced Quantum Chemistry,ICH 362 1.0,ICH,ICH 362 1.0 Advanced Quantum Chemistry,3,C3,Lecture,Prof. N.T. Perera,15:15-16:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T09:00:00Z,1970-01-01T12:15:00Z,Practicals,ICH P,ICH,ICH P Practicals,3,P,Practicals,NA,09:00-12:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:15:00Z,Practicals,ICH P,ICH,ICH P Practicals,3,P,Practicals,NA,13:00-16:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Advanced Coordination Chemistry,ICH 367 1.0,ICH,ICH P 367 1.0 Advanced Coordination Chemistry,3,SCR,Lecture,Dr. L Palliyaguru / Dr. S Rajapaksha,08:00-10:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:15:00Z,Industrial Biochemistry and Biotechnology,ICH 372 1.0,ICH,ICH 372 1.0 Industrial Biochemistry and Biotechnology,3,SCR,Lecture,Dr. Chandima Narangoda,10:15-11:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:15:00Z,1970-01-01T12:15:00Z,Industrial Biochemistry and Biotechnology,ICH 372 1.0,ICH,ICH 372 1.0 Industrial Biochemistry and Biotechnology,3,C3,Lecture,Prof. Asiri Perera,11:15-12:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:15:00Z,General Degree Practicals,ICH P,ICH,ICH P General Practicals,3,P,Lecture,NA,13:00-16:15,Honours,Physical/Biology
Chemistry,Thursday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Organic Chemistry Practicals,ICH 375 2.0,ICH,ICH 375 2.0 Organic Chemistry Practicals,3,C4,Lecture,Dr. Asitha Cooray,08:00-10:00,Honours,Physical/Biology
Chemistry,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:15:00Z,Biochemistry for Industry I/Bioinformatics,ICH 351 1.0,ICH,ICH 351 1.0 Biochemistry for Industry I/Bioinformatics,3,SCR,Lecture,Dr. Suneth Rajapaksha,10:15-11:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Polymer Blends and Composites,ICH 483 2.0,ICH,ICH 483 2.0 Polymer Blends and Composites,4,SCR,Lecture,Dr. Laksiri Weerasinghe,08:00-10:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T12:15:00Z,Quality Control and Assurance,ICH 485 2.0,ICH,ICH 485 2.0 Quality Control and Assurance,4,SCR,Lecture,Prof. Pahan Godakumbura,10:15-12:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Surface Techniques and Dynamic Surfaces,ICH 481 2.0,ICH,ICH 481 2.0 Surface Techniques and Dynamic Surfaces,4,SCR,Lecture,Dr. Isurika Fernando,13:00-15:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T15:15:00Z,1970-01-01T18:15:00Z,Industrial Waste Management,ICH 455 2.0,ICH,ICH 455 2.0 Industrial Waste Management,4,SCR,Lecture,Dr Asitha Cooray,15:15-18:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Industrial Minerals III - Ceramics and Glass,ICH 453 1.0,ICH,ICH 453 1.0 Industrial Minerals III - Ceramics and Glass,4,SCR,Lecture,Dr. Laksiri Weerasinghe,13:00-14:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Industrial Menerals I - Metallugy,ICH 451 1.0,ICH,ICH 451 1.0 Industrial Menerals I - Metallugy,4,SCR,Lecture,Prof. Pradeep Jayaweera,13:00-14:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T16:15:00Z,1970-01-01T18:15:00Z,Industrial Organic Chemistry,ICH 480 2.0,ICH,ICH 480 2.0 Industrial Organic Chemistry,4,C4,Lecture,Dr. Chandima Narangoda,16:15-18:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Modern Chromatographic Techniques,CHE 377 1.0,CHE,CHE 377 1.0 Modern Chromatographic Techniques,3,C3,Lecture,Prof. S. D. M. Chinthaka,8:00-9:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T12:15:00Z,Advanced Analytical Chemistry,CHE 378 1.0,CHE,CHE 378 1.0 Advanced Analytical Chemistry,3,C3,Lecture,Prof. C.D. Jayaweera,10:15-12:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Synthetic Organic Chemistry,CHE 381 2.0,CHE,CHE 381 2.0 Synthetic Organic Chemistry,3,C3,Lecture,Prof. Chayanika Padumadasa,13:00-15:00,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Organic Reaction Mechanisms,CHE 383 1.0,CHE,CHE 383 1.0 Organic Reaction Mechanisms,3,C3,Lecture,Dr. Isurika Fernando,08:00-09:00,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T09:00:00Z,1970-01-01T12:15:00Z,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,NA,09:00-12:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:15:00Z,Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,NA,13:00-16:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Organo-transition Metal Chemistry,CHE 366 1.0,CHE,CHE 366 1.0 Organo-transition Metal Chemistry,3,C3,Lecture,Prof. NT Perera,08:00-09:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Statistical Thermodynamics,CHE 363 1.0,CHE,CHE 363 1.0 Statistical Thermodynamics,3,C3,Lecture,Dr. Ranga Jayakody,09:00-10:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:15:00Z,Bio-inorganic chemistry,CHE 368 1.0,CHE,CHE 368 1.0 Bio-inorganic chemistry,3,C3,Lecture,Prof. NT Perera,10:15-11:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:15:00Z,1970-01-01T12:15:00Z,Chemistry of Biological Compounds,CHE 379 1.0,CHE,CHE 379 1.0 Chemistry of Biological Compounds,3,C3,Lecture,Prof. Asiri Perera,11:15-12:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:15:00Z,General Degree Practicals,CHE P,CHE,CHE P Practicals,3,P,Practicals,NA,13:00-16:15,Honours,Physical/Biology
Chemistry,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Symmetry and Group Theory,CHE 359 1.0,CHE,CHE 359 1.0 Symmetry and Group Theory,3,C3,Lecture,Dr. M Kartunaratne,08:00-09:00,Honours,Physical/Biology
Chemistry,Thursday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Polynuclear Aromatic HC and Heterocyclic Compounds,CHE 382 1.0,CHE,CHE 382 1.0 Polynuclear Aromatic HC and Heterocyclic Compounds,3,C3,Lecture,Dr. Laksiri Weerasinghe,09:00-10:00,Honours,Physical/Biology
Chemistry,Friday,1970-01-01T09:00:00Z,1970-01-01T11:15:00Z,Diffraction Methods in Chemistry,CHE 365 1.0,CHE,CHE 365 1.0 Diffraction Methods in Chemistry,3,C3,Lecture,Visiting Lecturers,09:00-10:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Inorganic Materials,CHE 451 1.0,CHE,CHE 451 1.0 Inorganic Materials,4,C4,Lecture,Dr. Imalka Munaweera,08:00-09:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Chemistry of Natural Waters,CHE 452 1.0,CHE,CHE 452 1.0 Chemistry of Natural Waters,4,C4,Lecture,Dr. Asitha Cooray,09:00-10:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T10:15:00Z,1970-01-01T11:15:00Z,Industrial Management,CHE 460 1.0,CHE,CHE 460 1.0 Industrial Management,4,C4,Lecture,Prof. Pahan Godakumbura,10:15-11:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T11:15:00Z,1970-01-01T12:15:00Z,Biophysical Chemistry,CHE 465 1.0,CHE,CHE 465 1.0 Biophysical Chemistry,4,C4,Lecture,Dr. Suneth Rajapaksha,11:15-12:15,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Advanced Physical Organic Chemistry,CHE 499 2.0,CHE,CHE 499 2.0 Advanced Physical Organic Chemistry,4,SCR,Lecture,Dr. Isurika Fernando,13:00-15:00,Honours,Physical/Biology
Chemistry,Monday,1970-01-01T15:15:00Z,1970-01-01T16:15:00Z,Environmental Chemistry,CHE 470 1.0,CHE,CHE 470 1.0 Environmental Chemistry,4,C4,Lecture,Prof. S.D.M. Chinthaka,15:15-16:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Advanced Chemical Thermodynamics,CHE 459 1.0,CHE,CHE 459 1.0 Advanced Chemical Thermodynamics,4,SCR,Lecture,Dr. Imalka Munaweera,08:00-09:00,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T09:00:00Z,1970-01-01T11:15:00Z,Food chemistry and Technology,CHE 462 1.0,CHE,CHE 462 1.0 Food chemistry and Technology,4,C4,Lecture,Dr. Upul Kumarasinghe,09:00-11:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T11:15:00Z,1970-01-01T12:15:00Z,Surface Techniques and Dynamic Surfaces,CHE 481 1.0,CHE,CHE 481 1.0 Surface Techniques and Dynamic Surfaces,4,C4,Lecture,Dr. L. Palliyaguru,11:15-12:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Polymer Coatings and Paint Industry,CHE 484 1.0,CHE,CHE 484 1.0 Polymer Coatings and Paint Industry,4,C4,Lecture,Dr. Chandima Narangoda,13:00-14:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Principles and Practiced of Optical and Electron Microscopy,CHE 495 1.0,CHE,CHE 495 1.0 Principles and Practiced of Optical and Electron Microscopy,4,C4,Lecture,Dr. Suneth Rajapaksha,08:00-09:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Technological Aspects in Modern Research,CHE 493 1.0,CHE,CHE 493 1.0 Technological Aspects in Modern Research,4,C4,Lecture,Dr. L. Palliyaguru,09:00-10:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:15:00Z,Nano-Chemistry,CHE 486 1.0,CHE,CHE 486 1.0 Nano-Chemistry,4,C4,Lecture,Dr. Mahesh Kartunaratne,10:15-11:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:15:00Z,1970-01-01T12:15:00Z,Molecular Modeling and Computational Chemistry,CHE 492 1.0,CHE,CHE 492 1.0 Molecular Modeling and Computational Chemistry,4,C4,Lecture,Dr. Ranga Jayakody,11:15-12:15,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Physical Chemistry of Polymers,CHE 474 1.0,CHE,CHE 474 1.0 Physical Chemistry of Polymers,4,C4,Lecture,Dr. L. Palliyaguru,13:00-14:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Molecular Spectroscopy,CHE 457 1.0,CHE,CHE 457 1.0 Molecular Spectroscopy,4,C4,Lecture,Dr. Tharindu Senapathi,14:00-15:00,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T15:15:00Z,1970-01-01T16:15:00Z,Nano-Chemistry,CHE 486 1.0,CHE,CHE 486 1.0 Nano-Chemistry,4,C4,Lecture,Dr. Mahesh Kartunaratne,15:15-16:15,Honours,Physical/Biology
Chemistry,Tuesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Social Science and Mineral Based Industries,ASP 403 2.0,ASP,ASP 403 2.0 Social Science and Mineral Based Industries,4,C3,Lecture,Dr. Asitha Cooray,10:00-12:00,Honours,Physical/Biology
Chemistry,Thursday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Environmental and green Chemistry,ASP 401 2.0,ASP,ASP 401 2.0 Environmental and green Chemistry,4,C4,Lecture,Prof. S.D.M. Chinthaka,10:00-12:01,Honours,Physical/Biology
Chemistry,Friday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Biological Sensors and Imaging,ASP 404 2.0,ASP,ASP 404 2.0 Biological Sensors and Imaging,4,C4,Lecture,Dr. Isuri Weerarathne,10:00-12:02,Honours,Physical/Biology
Chemistry,Wednesday,1970-01-01T11:00:00Z,1970-01-01T12:00:00Z,Modeling and Computational Chemistry,ASP 402 2.0,ASP,ASP 402 2.0 Modeling and Computational Chemistry,4,C4,Lecture,Dr. Ranga Jayakody,11:00-12:00,Honours,Physical/Biology
Computer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Computer System Organization,CSC 106 1.5,CSC,CSC 106 1.5 Computer System Organization,1,NFC3,Lecture,Mr. DDA Gamini,08:00-10:00,General,Physical
Computer Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Software Engineering I,CSC 108 1.5,CSC,CSC 108 1.5 Software Engineering I,1,NFC3,Lecture,Dr. EATA Edirisuriya,08:00-10:00,General,Physical
Computer Science,Wednesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Introduction to Computer Programming,CSC 107 2.0,CSC,CSC 107 2.0 Introduction to Computer Programming,1,NFC3,Lecture,Dr. TMKK Jinasena,10:00-12:00,General,Physical
Computer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Practicals,CSC P,CSC,CSC P Practicals,1,LCS1,Practical,NA,13:00-14:00,General,Physical
Computer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Tutorials,CSC T,CSC,CSC T Tutorials,1,,Tutorials,NA,08:00-10:00,General,Physical
Computer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorials,CSC T,CSC,CSC T Tutorials,1,,Tutorials,NA,13:00-15:00,General,Physical
Computer Science,Friday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,Practicals,CSC P,CSC,CSC P Practicals,1,LCS1,Practical,NA,08:00-12:00,General,Physical
Computer Science,Monday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Data Structures and Algorithms I,CSC 201 2.0,CSC,CSC 201 2.0 Data Structures and Algorithms I,2,NFC3,Lecture,Prof. TGI Fernando,10:00-12:00,General,Physical
Computer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Knowledge Representation,CSC 207 1.5,CSC,CSC 207 1.5 Knowledge Representation,2,NFC4,Lecture,Mr. DDA Gamini,08:00-10:00,General,Physical
Computer Science,Wednesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Computer System Architecture,CSC 203 1.5,CSC,CSC 203 1.5 Computer System Architecture,2,NFC4,Lecture,Dr. PRS De Silva,10:00-12:00,General,Physical
Computer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorials,CSC T,CSC,CSC T Tutorials,2,,Tutorials,NA,13:00-15:00,General,Physical
Computer Science,Thursday,1970-01-01T10:00:00Z,1970-01-01T15:00:00Z,Practicals,CSC P,CSC,CSC P Practicals,2,LCS1,Practical,NA,10:00-15:00,General,Physical
Computer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Research Methodologies and Scientific Communication,CSC 363 1.5,CSC,CSC 363 1.5 Research Methodologies and Scientific Communication,3,LCS2,Lecture,Dr. AMRR Bandara,08:00-10:00,Honours,Physical
Computer Science,Monday,1970-01-01T02:00:00Z,1970-01-01T04:00:00Z,Service Oriented Computing,CSC 313 1.5,CSC,CSC 313 1.5 Service Oriented Computing,3,NFC4,Lecture,Dr. EATA Edirisuriya,02:00-04:00,Honours,Physical
